task_id,deadline_days,effort,impact,workload,priority_score,priority_label
30027,14,14,2,5,0.342857143,Low
30028,17,5,4,1,2.764705882,Medium
30029,23,11,9,3,3.604347826,Medium
30030,29,16,1,6,-1.665517241,Low
30031,11,12,7,6,3.827272727,Medium
30032,18,16,9,7,2.966666667,Medium
30033,28,8,5,6,1.971428571,Low
30034,6,6,3,6,5.3,High
30035,8,14,2,2,1.95,Low
30036,25,12,6,5,1.8,Low
30037,2,16,4,8,13.8,High
30038,19,12,6,1,2.178947368,Medium
30039,19,12,7,4,2.678947368,Medium
30040,23,19,7,4,1.004347826,Low
30041,10,1,4,3,4.8,Medium
30042,10,11,7,1,4.3,Medium
30043,6,18,9,5,5.9,High
30044,29,16,7,7,1.334482759,Low
30045,27,12,7,1,2.211111111,Medium
30046,19,8,3,1,1.478947368,Low
30047,18,19,9,7,2.366666667,Medium
30048,17,13,6,6,2.164705882,Medium
30049,12,12,5,3,2.6,Medium
30050,17,3,4,6,3.164705882,Medium
30051,3,17,3,7,8.1,High
30052,8,18,6,6,3.15,Medium
30053,16,13,3,4,0.775,Low
30054,3,13,5,1,9.9,High
30055,10,13,6,7,3.4,Medium
30056,9,13,3,4,2.233333333,Medium
30057,22,7,2,2,0.963636364,Low
30058,2,3,6,8,17.4,High
30059,16,9,6,7,3.075,Medium
30060,26,4,6,7,3.353846154,Medium
30061,20,2,3,7,2.6,Medium
30062,22,19,9,8,2.063636364,Medium
30063,17,9,4,4,1.964705882,Low
30064,29,12,6,5,1.634482759,Low
30065,4,6,5,1,8.8,High
30066,27,10,1,6,-0.388888889,Low
30067,2,5,6,9,17,High
30068,14,5,5,7,3.642857143,Medium
30069,16,4,6,3,4.075,Medium
30070,27,6,4,4,1.911111111,Low
30071,4,8,6,2,8.9,High
30072,16,6,2,2,1.675,Low
30073,5,16,2,7,3.8,Medium
30074,1,1,7,9,33.3,
30075,5,17,9,1,7.1,High
30076,2,19,7,5,14.7,High
30077,19,19,6,7,0.778947368,Low
30078,27,16,9,2,2.411111111,Medium
30079,9,19,3,9,1.033333333,Low
30080,1,13,7,3,30.9,
30081,28,13,5,2,0.971428571,Low
30082,16,14,9,2,3.575,Medium
30083,3,11,6,1,10.8,High
30084,5,12,4,8,5.6,High
30085,13,2,1,5,2.407692308,Medium
30086,3,13,3,9,8.9,High
30087,15,3,3,7,2.9,Medium
30088,14,3,5,2,4.042857143,Medium
30089,8,6,2,3,3.55,Medium
30090,9,17,7,6,3.433333333,Medium
30091,20,19,5,3,0.2,Low
30092,12,8,7,7,4.4,Medium
30093,1,6,4,9,30.8,
30094,7,11,8,2,6.085714286,High
30095,17,6,9,5,5.064705882,High
30096,6,12,2,1,3.6,Medium
30097,26,1,4,9,2.953846154,Medium
30098,17,11,5,6,2.064705882,Medium
30099,3,4,9,8,13.7,High
30100,15,15,1,6,-0.5,Low
30101,9,15,7,4,3.833333333,Medium
30102,13,17,8,9,2.907692308,Medium
30103,2,18,7,6,14.9,High
30104,13,13,6,7,2.707692308,Medium
30105,9,10,1,7,1.833333333,Low
30106,23,15,6,2,1.304347826,Low
30107,20,8,1,1,0.4,Low
30108,28,7,8,3,3.671428571,Medium
30109,27,6,8,6,3.911111111,Medium
30110,4,15,1,1,5,Medium
30111,8,14,4,9,2.95,Medium
30112,4,10,5,2,8,High
30113,3,15,1,1,7.5,High
30114,7,19,6,6,3.485714286,Medium
30115,1,12,6,6,30.6,
30116,5,12,7,7,7.1,High
30117,18,8,6,1,3.066666667,Medium
30118,29,1,5,8,3.334482759,Medium
30119,18,16,1,1,-1.033333333,Low
30120,8,4,7,2,6.45,High
30121,2,3,2,8,15.4,High
30122,8,5,9,8,7.25,High
30123,8,19,4,7,1.95,Low
30124,20,2,2,1,2.1,Medium
30125,3,4,5,4,11.7,High
30126,15,17,6,2,1.6,Low
30127,4,13,3,9,6.4,High
30128,26,15,8,9,2.153846154,Medium
30129,14,11,2,9,0.942857143,Low
30130,12,6,5,4,3.8,Medium
30131,2,17,1,8,12.1,High
30132,2,10,3,5,14.5,High
30133,3,18,9,3,10.9,High
30134,16,5,4,5,2.875,Medium
30135,17,10,4,6,1.764705882,Low
30136,11,15,4,9,1.727272727,Low
30137,20,13,7,3,2.4,Medium
30138,17,14,9,8,3.464705882,Medium
30139,14,16,5,1,1.442857143,Low
30140,6,12,2,2,3.6,Medium
30141,24,1,7,6,4.55,Medium
30142,28,11,7,3,2.371428571,Medium
30143,29,7,6,7,2.634482759,Medium
30144,6,1,5,5,7.3,High
30145,25,1,5,6,3.5,Medium
30146,27,15,2,9,-0.888888889,Low
30147,10,7,6,9,4.6,Medium
30148,27,14,9,6,2.811111111,Medium
30149,16,11,2,5,0.675,Low
30150,18,6,3,9,1.966666667,Low
30151,3,17,3,5,8.1,High
30152,6,13,4,7,4.4,Medium
30153,28,14,7,5,1.771428571,Low
30154,29,14,5,5,0.734482759,Low
30155,3,9,9,3,12.7,High
30156,12,15,9,7,4,Medium
30157,9,2,1,3,3.433333333,Medium
30158,6,1,3,5,6.3,High
30159,3,10,2,2,9,High
30160,28,7,8,6,3.671428571,Medium
30161,9,19,4,3,1.533333333,Low
30162,17,3,9,6,5.664705882,High
30163,17,6,3,6,2.064705882,Medium
30164,6,10,6,2,6,High
30165,15,8,5,5,2.9,Medium
30166,5,5,8,1,9,High
30167,14,5,9,4,5.642857143,High
30168,20,19,4,8,-0.3,Low
30169,6,17,3,5,3.1,Medium
30170,24,6,4,2,2.05,Medium
30171,10,9,6,8,4.2,Medium
30172,8,18,3,1,1.65,Low
30173,24,9,7,8,2.95,Medium
30174,1,3,6,3,32.4,
30175,26,7,5,5,2.253846154,Medium
30176,8,8,8,5,6.15,High
30177,2,6,2,3,14.8,High
30178,13,19,2,4,-0.492307692,Low
30179,22,15,4,5,0.363636364,Low
30180,26,15,4,7,0.153846154,Low
30181,16,9,1,7,0.575,Low
30182,19,19,4,6,-0.221052632,Low
30183,22,3,6,4,3.763636364,Medium
30184,7,10,2,9,3.285714286,Medium
30185,18,18,7,9,1.566666667,Low
30186,21,11,4,8,1.228571429,Low
30187,2,8,9,5,17.9,High
30188,24,7,9,7,4.35,Medium
30189,25,9,5,3,1.9,Low
30190,4,9,6,8,8.7,High
30191,25,5,8,7,4.2,Medium
30192,7,10,8,7,6.285714286,High
30193,23,17,7,9,1.404347826,Low
30194,26,11,3,3,0.453846154,Low
30195,2,16,1,7,12.3,High
30196,17,10,3,4,1.264705882,Low
30197,15,11,8,2,3.8,Medium
30198,9,3,6,6,5.733333333,High
30199,24,15,2,6,-0.75,Low
30200,13,11,7,4,3.607692308,Medium
30201,14,19,9,2,2.842857143,Medium
30202,25,13,5,2,1.1,Low
30203,19,13,3,1,0.478947368,Low
30204,1,19,7,4,29.7,
30205,12,6,4,9,3.3,Medium
30206,11,10,2,8,1.727272727,Low
30207,12,15,4,9,1.5,Low
30208,5,9,7,2,7.7,High
30209,18,9,5,3,2.366666667,Medium
30210,25,2,8,2,4.8,Medium
30211,10,4,8,2,6.2,High
30212,18,5,6,7,3.666666667,Medium
30213,7,14,5,8,3.985714286,Medium
30214,2,11,8,1,16.8,High
30215,1,3,3,1,30.9,
30216,18,1,5,8,3.966666667,Medium
30217,4,8,4,6,7.9,High
30218,18,13,3,5,0.566666667,Low
30219,3,19,3,3,7.7,High
30220,19,4,4,2,2.778947368,Medium
30221,6,8,8,3,7.4,High
30222,27,15,3,6,-0.388888889,Low
30223,1,12,2,9,28.6,
30224,4,8,1,6,6.4,High
30225,1,19,2,7,27.2,
30226,20,18,3,3,-0.6,Low
30227,15,2,6,2,4.6,Medium
30228,14,9,4,1,2.342857143,Medium
30229,24,9,3,6,0.95,Low
30230,8,7,9,2,6.85,High
30231,3,13,5,5,9.9,High
30232,18,8,4,2,2.066666667,Medium
30233,15,9,5,7,2.7,Medium
30234,12,2,3,2,3.6,Medium
30235,11,13,3,7,1.627272727,Low
30236,25,9,2,4,0.4,Low
30237,1,3,1,9,29.9,
30238,23,17,3,1,-0.595652174,Low
30239,27,16,3,1,-0.588888889,Low
30240,15,9,1,6,0.7,Low
30241,5,13,8,3,7.4,High
30242,1,8,8,8,32.4,
30243,29,9,1,8,-0.265517241,Low
30244,17,12,5,4,1.864705882,Low
30245,22,19,2,4,-1.436363636,Low
30246,12,6,4,9,3.3,Medium
30247,8,14,8,9,4.95,Medium
30248,10,10,1,7,1.5,Low
30249,16,15,7,6,2.375,Medium
30250,27,10,5,9,1.611111111,Low
30251,24,4,2,9,1.45,Low
30252,15,9,5,1,2.7,Medium
30253,3,10,6,4,11,High
30254,3,15,6,2,10,High
30255,4,9,4,9,7.7,High
30256,15,3,2,9,2.4,Medium
30257,4,13,3,1,6.4,High
30258,5,13,2,2,4.4,Medium
30259,7,3,5,9,6.185714286,High
30260,23,16,4,9,0.104347826,Low
30261,20,8,9,1,4.4,Medium
30262,20,14,5,2,1.2,Low
30263,27,11,6,8,1.911111111,Low
30264,5,7,1,5,5.1,High
30265,20,1,3,5,2.8,Medium
30266,5,8,2,4,5.4,High
30267,23,16,8,7,2.104347826,Medium
30268,13,12,7,2,3.407692308,Medium
30269,21,11,1,9,-0.271428571,Low
30270,18,7,6,8,3.266666667,Medium
30271,12,16,6,1,2.3,Medium
30272,16,9,7,6,3.575,Medium
30273,20,15,3,1,0,Low
30274,12,8,3,7,2.4,Medium
30275,16,16,4,4,0.675,Low
30276,3,19,9,8,10.7,High
30277,3,17,2,9,7.6,High
30278,28,17,9,5,2.171428571,Medium
30279,24,14,7,1,1.95,Low
30280,15,5,9,9,5.5,High
30281,9,7,4,7,3.933333333,Medium
30282,10,3,6,5,5.4,High
30283,5,13,9,7,7.9,High
30284,4,16,2,4,5.3,High
30285,6,16,1,8,2.3,Medium
30286,28,2,6,4,3.671428571,Medium
30287,29,1,6,5,3.834482759,Medium
30288,20,13,3,4,0.4,Low
30289,17,18,8,3,2.164705882,Medium
30290,26,2,1,1,1.253846154,Low
30291,10,4,4,3,4.2,Medium
30292,23,11,4,9,1.104347826,Low
30293,16,19,4,8,0.075,Low
30294,18,18,6,5,1.066666667,Low
30295,20,15,7,8,2,Low
30296,29,10,2,3,0.034482759,Low
30297,21,3,8,3,4.828571429,Medium
30298,16,6,7,1,4.175,Medium
30299,10,7,6,9,4.6,Medium
30300,9,16,4,1,2.133333333,Medium
30301,1,14,9,6,31.7,
30302,3,13,8,7,11.4,High
30303,28,14,5,8,0.771428571,Low
30304,15,18,5,4,0.9,Low
30305,20,10,7,6,3,Medium
30306,29,19,8,9,1.234482759,Low
30307,26,15,8,1,2.153846154,Medium
30308,8,19,3,2,1.45,Low
30309,9,10,9,2,5.833333333,High
30310,23,8,2,6,0.704347826,Low
30311,14,18,2,5,-0.457142857,Low
30312,9,10,6,4,4.333333333,Medium
30313,17,4,7,7,4.464705882,Medium
30314,18,18,9,1,2.566666667,Medium
30315,20,19,7,2,1.2,Low
30316,12,7,9,3,5.6,High
30317,12,17,9,4,3.6,Medium
30318,17,13,2,4,0.164705882,Low
30319,13,4,6,9,4.507692308,Medium
30320,25,7,5,4,2.3,Medium
30321,11,11,8,4,4.527272727,Medium
30322,29,14,7,5,1.734482759,Low
30323,12,1,5,1,4.8,Medium
30324,1,10,1,8,28.5,
30325,7,8,5,4,5.185714286,High
30326,19,15,1,6,-0.921052632,Low
30327,16,10,8,3,3.875,Medium
30328,19,9,9,5,4.278947368,Medium
30329,17,13,5,3,1.664705882,Low
30330,23,18,3,6,-0.795652174,Low
30331,13,17,8,5,2.907692308,Medium
30332,18,11,3,7,0.966666667,Low
30333,19,6,4,9,2.378947368,Medium
30334,27,7,6,1,2.711111111,Medium
30335,24,11,1,7,-0.45,Low
30336,25,17,1,1,-1.7,Low
30337,22,6,9,1,4.663636364,Medium
30338,2,19,9,6,15.7,High
30339,26,7,8,9,3.753846154,Medium
30340,12,13,5,8,2.4,Medium
30341,14,17,5,1,1.242857143,Low
30342,26,8,8,5,3.553846154,Medium
30343,17,1,1,6,2.064705882,Medium
30344,28,5,8,4,4.071428571,Medium
30345,6,10,1,7,3.5,Medium
30346,26,15,6,8,1.153846154,Low
30347,14,6,3,2,2.442857143,Medium
30348,24,1,6,1,4.05,Medium
30349,11,4,7,9,5.427272727,High
30350,11,9,6,2,3.927272727,Medium
30351,27,6,6,6,2.911111111,Medium
30352,9,3,1,7,3.233333333,Medium
30353,23,5,8,5,4.304347826,Medium
30354,20,4,1,5,1.2,Low
30355,24,18,4,9,-0.35,Low
30356,3,17,6,1,9.6,High
30357,23,6,8,8,4.104347826,Medium
30358,21,12,2,5,0.028571429,Low
30359,17,5,7,8,4.264705882,Medium
30360,19,6,4,5,2.378947368,Medium
30361,29,2,3,5,2.134482759,Medium
30362,5,10,3,5,5.5,High
30363,22,4,1,9,1.063636364,Low
30364,22,8,9,3,4.263636364,Medium
30365,16,8,6,8,3.275,Medium
30366,22,14,1,8,-0.936363636,Low
30367,4,16,5,9,6.8,High
30368,15,5,7,6,4.5,Medium
30369,7,11,4,3,4.085714286,Medium
30370,25,18,7,5,1.1,Low
30371,4,17,5,3,6.6,High
30372,22,17,5,1,0.463636364,Low
30373,14,7,7,8,4.242857143,Medium
30374,11,14,9,8,4.427272727,Medium
30375,10,10,3,3,2.5,Medium
30376,12,8,4,9,2.9,Medium
30377,19,14,2,3,-0.221052632,Low
30378,20,1,6,5,4.3,Medium
30379,24,12,8,7,2.85,Medium
30380,27,5,7,8,3.611111111,Medium
30381,10,10,5,6,3.5,Medium
30382,1,3,5,4,31.9,
30383,5,19,1,2,2.7,Medium
30384,26,19,7,2,0.853846154,Low
30385,4,9,9,9,10.2,High
30386,3,18,9,2,10.9,High
30387,10,3,1,6,2.9,Medium
30388,9,6,5,4,4.633333333,Medium
30389,24,15,6,6,1.25,Low
30390,14,8,3,9,2.042857143,Medium
30391,20,16,3,2,-0.2,Low
30392,12,12,3,4,1.6,Low
30393,1,3,5,1,31.9,
30394,14,2,4,2,3.742857143,Medium
30395,15,16,5,2,1.3,Low
30396,19,3,6,9,3.978947368,Medium
30397,13,5,5,8,3.807692308,Medium
30398,17,11,2,9,0.564705882,Low
30399,1,10,7,2,31.5,
30400,8,9,8,4,5.95,High
30401,1,16,5,2,29.3,
30402,20,2,7,9,4.6,Medium
30403,12,18,6,7,1.9,Low
30404,16,12,5,6,1.975,Low
30405,3,18,8,9,10.4,High
30406,10,1,1,5,3.3,Medium
30407,29,18,3,5,-1.065517241,Low
30408,29,9,9,8,3.734482759,Medium
30409,29,8,5,5,1.934482759,Low
30410,2,9,7,5,16.7,High
30411,6,13,4,2,4.4,Medium
30412,10,14,1,9,0.7,Low
30413,1,8,6,2,31.4,
30414,25,15,1,7,-1.3,Low
30415,6,14,4,4,4.2,Medium
30416,27,7,5,6,2.211111111,Medium
30417,6,6,8,2,7.8,High
30418,4,9,5,9,8.2,High
30419,21,17,1,9,-1.471428571,Low
30420,16,4,8,3,5.075,High
30421,16,14,6,3,2.075,Medium
30422,24,17,7,5,1.35,Low
30423,13,9,1,9,1.007692308,Low
30424,9,7,8,5,5.933333333,High
30425,17,19,8,2,1.964705882,Low
30426,24,4,2,1,1.45,Low
30427,27,8,2,1,0.511111111,Low
30428,17,11,1,7,0.064705882,Low
30429,8,16,7,9,4.05,Medium
30430,6,15,8,9,6,High
30431,11,5,8,5,5.727272727,High
30432,10,1,1,6,3.3,Medium
30433,18,13,6,8,2.066666667,Medium
30434,13,9,4,2,2.507692308,Medium
30435,11,14,1,8,0.427272727,Low
30436,25,4,6,1,3.4,Medium
30437,28,3,5,4,2.971428571,Medium
30438,28,17,8,6,1.671428571,Low
30439,12,13,8,6,3.9,Medium
30440,14,10,1,9,0.642857143,Low
30441,19,18,9,1,2.478947368,Medium
30442,8,11,4,8,3.55,Medium
30443,7,5,9,8,7.785714286,High
30444,14,1,6,4,4.942857143,Medium
30445,24,15,2,1,-0.75,Low
30446,1,19,6,8,29.2,
30447,22,7,2,2,0.963636364,Low
30448,24,1,6,5,4.05,Medium
30449,5,12,7,2,7.1,High
30450,9,12,7,5,4.433333333,Medium
30451,28,3,8,8,4.471428571,Medium
30452,14,15,7,9,2.642857143,Medium
30453,5,13,5,1,5.9,High
30454,29,12,2,3,-0.365517241,Low
30455,16,18,6,9,1.275,Low
30456,2,18,3,6,12.9,High
30457,17,11,4,5,1.564705882,Low
30458,6,12,1,5,3.1,Medium
30459,15,13,7,9,2.9,Medium
30460,17,7,5,5,2.864705882,Medium
30461,21,4,4,9,2.628571429,Medium
30462,3,12,5,5,10.1,High
30463,4,15,7,9,8,High
30464,3,5,3,2,10.5,High
30465,13,15,5,3,1.807692308,Low
30466,25,19,1,5,-2.1,Low
30467,5,10,5,3,6.5,High
30468,1,1,1,6,30.3,
30469,22,19,5,8,0.063636364,Low
30470,13,13,5,6,2.207692308,Medium
30471,22,18,9,5,2.263636364,Medium
30472,17,17,6,3,1.364705882,Low
30473,1,7,1,5,29.1,
30474,25,5,8,8,4.2,Medium
30475,27,15,9,2,2.611111111,Medium
30476,22,1,6,2,4.163636364,Medium
30477,6,19,9,1,5.7,High
30478,27,10,6,6,2.111111111,Medium
30479,3,18,3,8,7.9,High
30480,1,9,2,3,29.2,
30481,11,11,9,9,5.027272727,High
30482,17,1,3,8,3.064705882,Medium
30483,19,17,3,7,-0.321052632,Low
30484,25,3,1,1,1.1,Low
30485,25,12,9,4,3.3,Medium
30486,25,9,8,1,3.4,Medium
30487,8,2,7,2,6.85,High
30488,9,3,5,1,5.233333333,High
30489,17,5,3,4,2.264705882,Medium
30490,13,19,2,1,-0.492307692,Low
30491,22,9,8,5,3.563636364,Medium
30492,23,4,5,2,3.004347826,Medium
30493,15,14,1,7,-0.3,Low
30494,13,3,8,8,5.707692308,High
30495,15,11,8,3,3.8,Medium
30496,10,7,6,5,4.6,Medium
30497,8,5,5,7,5.25,High
30498,27,13,4,2,0.511111111,Low
30499,7,13,4,5,3.685714286,Medium
30500,12,16,7,5,2.8,Medium
30501,5,1,7,7,9.3,High
30502,25,17,3,8,-0.7,Low
30503,22,15,6,7,1.363636364,Low
30504,2,5,3,6,15.5,High
30505,24,13,2,8,-0.35,Low
30506,5,3,5,8,7.9,High
30507,25,16,2,4,-1,Low
30508,15,12,2,1,0.6,Low
30509,3,1,8,9,13.8,High
30510,7,14,9,6,5.985714286,High
30511,27,4,3,8,1.811111111,Low
30512,14,14,2,2,0.342857143,Low
30513,5,8,3,7,5.9,High
30514,26,9,2,2,0.353846154,Low
30515,7,1,1,6,4.585714286,Medium
30516,19,12,8,2,3.178947368,Medium
30517,22,12,6,1,1.963636364,Low
30518,19,8,4,1,1.978947368,Low
30519,20,12,7,9,2.6,Medium
30520,21,3,6,7,3.828571429,Medium
30521,4,2,1,8,7.6,High
30522,22,16,7,3,1.663636364,Low
30523,5,5,1,2,5.5,High
30524,5,1,6,2,8.8,High
30525,17,18,6,4,1.164705882,Low
30526,14,17,5,2,1.242857143,Low
30527,23,9,1,9,0.004347826,Low
30528,18,2,2,5,2.266666667,Medium
30529,15,8,2,2,1.4,Low
30530,2,6,7,6,17.3,High
30531,5,5,2,1,6,High
30532,16,6,4,4,2.675,Medium
30533,8,4,4,3,4.95,Medium
30534,10,7,9,9,6.1,High
30535,17,5,6,8,3.764705882,Medium
30536,20,10,2,6,0.5,Low
30537,22,5,1,9,0.863636364,Low
30538,26,4,4,1,2.353846154,Medium
30539,10,7,3,2,3.1,Medium
30540,3,14,4,7,9.2,High
30541,27,11,3,8,0.411111111,Low
30542,5,18,8,4,6.4,High
30543,8,16,6,4,3.55,Medium
30544,2,5,2,1,15,High
30545,14,16,8,6,2.942857143,Medium
30546,24,4,8,6,4.45,Medium
30547,20,5,5,8,3,Medium
30548,7,10,3,8,3.785714286,Medium
30549,11,16,7,4,3.027272727,Medium
30550,22,12,8,1,2.963636364,Medium
30551,22,1,5,5,3.663636364,Medium
30552,12,7,4,9,3.1,Medium
30553,6,11,3,6,4.3,Medium
30554,5,1,3,1,7.3,High
30555,6,11,8,8,6.8,High
30556,23,5,1,1,0.804347826,Low
30557,11,13,5,7,2.627272727,Medium
30558,12,7,9,6,5.6,High
30559,25,16,3,1,-0.5,Low
30560,27,13,3,5,0.011111111,Low
30561,22,14,3,3,0.063636364,Low
30562,7,5,5,4,5.785714286,High
30563,4,5,9,7,11,High
30564,25,4,1,5,0.9,Low
30565,8,2,2,7,4.35,Medium
30566,8,13,7,4,4.65,Medium
30567,14,14,1,5,-0.157142857,Low
30568,22,3,3,2,2.263636364,Medium
30569,1,15,6,4,30,
30570,9,3,7,5,6.233333333,High
30571,5,12,7,7,7.1,High
30572,23,19,4,4,-0.495652174,Low
30573,19,19,6,8,0.778947368,Low
30574,5,15,4,8,5,Medium
30575,13,1,3,8,3.607692308,Medium
30576,20,3,7,7,4.4,Medium
30577,5,18,5,6,4.9,Medium
30578,21,12,1,9,-0.471428571,Low
30579,2,18,3,4,12.9,High
30580,13,16,6,1,2.107692308,Medium
30581,7,2,6,2,6.885714286,High
30582,28,5,2,7,1.071428571,Low
30583,29,12,9,5,3.134482759,Medium
30584,16,16,7,6,2.175,Medium
30585,24,13,3,6,0.15,Low
30586,16,18,5,2,0.775,Low
30587,13,1,2,8,3.107692308,Medium
30588,23,19,9,8,2.004347826,Medium
30589,12,6,1,5,1.8,Low
30590,2,18,1,9,11.9,High
30591,10,8,3,2,2.9,Medium
30592,26,18,7,2,1.053846154,Low
30593,6,3,4,5,6.4,High
30594,7,10,6,8,5.285714286,High
30595,12,2,9,3,6.6,High
30596,17,2,1,7,1.864705882,Low
30597,20,14,6,3,1.7,Low
30598,1,18,3,7,27.9,
30599,29,18,4,3,-0.565517241,Low
30600,9,11,7,1,4.633333333,Medium
30601,5,12,6,1,6.6,High
30602,11,2,8,1,6.327272727,High
30603,5,17,8,1,6.6,High
30604,17,5,2,3,1.764705882,Low
30605,19,14,8,7,2.778947368,Medium
30606,17,12,1,1,-0.135294118,Low
30607,21,10,4,4,1.428571429,Low
30608,29,13,8,2,2.434482759,Medium
30609,20,11,6,6,2.3,Medium
30610,8,3,7,2,6.65,High
30611,10,6,6,4,4.8,Medium
30612,23,6,4,7,2.104347826,Medium
30613,3,14,3,5,8.7,High
30614,19,19,9,7,2.278947368,Medium
30615,13,14,5,6,2.007692308,Medium
30616,10,15,9,3,4.5,Medium
30617,8,15,5,4,3.25,Medium
30618,15,17,8,2,2.6,Medium
30619,13,14,3,9,1.007692308,Low
30620,6,14,8,4,6.2,High
30621,4,16,4,9,6.3,High
30622,20,11,1,5,-0.2,Low
30623,10,1,7,6,6.3,High
30624,11,13,5,8,2.627272727,Medium
30625,13,2,9,3,6.407692308,High
30626,28,2,7,4,4.171428571,Medium
30627,13,6,2,3,2.107692308,Medium
30628,28,17,2,1,-1.328571429,Low
30629,10,16,6,5,2.8,Medium
30630,13,13,4,7,1.707692308,Low
30631,10,16,7,5,3.3,Medium
30632,14,11,5,2,2.442857143,Medium
30633,6,1,6,5,7.8,High
30634,10,4,9,3,6.7,High
30635,17,4,6,8,3.964705882,Medium
30636,18,15,1,2,-0.833333333,Low
30637,1,15,5,1,29.5,
30638,23,11,9,3,3.604347826,Medium
30639,7,16,8,9,5.085714286,High
30640,28,7,4,2,1.671428571,Low
30641,15,3,1,1,1.9,Low
30642,21,10,3,7,0.928571429,Low
30643,26,17,5,3,0.253846154,Low
30644,19,10,2,6,0.578947368,Low
30645,14,16,6,6,1.942857143,Low
30646,23,9,3,5,1.004347826,Low
30647,24,1,6,5,4.05,Medium
30648,4,9,3,4,7.2,High
30649,12,17,6,4,2.1,Medium
30650,16,12,2,6,0.475,Low
30651,11,11,6,6,3.527272727,Medium
30652,9,12,1,9,1.433333333,Low
30653,24,5,1,1,0.75,Low
30654,8,19,9,3,4.45,Medium
30655,5,12,6,1,6.6,High
30656,24,1,8,3,5.05,High
30657,6,5,8,8,8,High
30658,21,9,7,5,3.128571429,Medium
30659,17,5,2,2,1.764705882,Low
30660,4,1,5,4,9.8,High
30661,8,13,4,6,3.15,Medium
30662,29,18,2,6,-1.565517241,Low
30663,13,8,6,2,3.707692308,Medium
30664,15,19,6,6,1.2,Low
30665,21,8,8,3,3.828571429,Medium
30666,19,7,4,9,2.178947368,Medium
30667,14,11,1,1,0.442857143,Low
30668,28,4,6,3,3.271428571,Medium
30669,25,2,1,5,1.3,Low
30670,17,4,5,7,3.464705882,Medium
30671,25,12,3,7,0.3,Low
30672,17,8,7,9,3.664705882,Medium
30673,21,4,8,7,4.628571429,Medium
30674,24,10,2,7,0.25,Low
30675,26,7,1,4,0.253846154,Low
30676,28,5,5,3,2.571428571,Medium
30677,5,8,8,8,8.4,High
30678,6,14,2,8,3.2,Medium
30679,10,10,1,2,1.5,Low
30680,26,3,5,9,3.053846154,Medium
30681,17,12,6,3,2.364705882,Medium
30682,21,19,9,5,2.128571429,Medium
30683,26,9,6,3,2.353846154,Medium
30684,10,3,5,6,4.9,Medium
30685,13,8,6,2,3.707692308,Medium
30686,4,2,8,6,11.1,High
30687,11,10,1,3,1.227272727,Low
30688,9,11,7,2,4.633333333,Medium
30689,8,2,7,6,6.85,High
30690,25,13,4,6,0.6,Low
30691,13,17,5,3,1.407692308,Low
30692,15,13,1,1,-0.1,Low
30693,24,16,9,7,2.55,Medium
30694,27,3,6,5,3.511111111,Medium
30695,11,3,2,6,3.127272727,Medium
30696,15,19,3,4,-0.3,Low
30697,19,6,3,3,1.878947368,Low
30698,16,15,7,6,2.375,Medium
30699,4,19,2,1,4.7,Medium
30700,7,2,1,7,4.385714286,Medium
30701,22,1,3,6,2.663636364,Medium
30702,3,6,3,6,10.3,High
30703,25,11,9,5,3.5,Medium
30704,19,2,5,1,3.678947368,Medium
30705,9,5,7,7,5.833333333,High
30706,6,16,6,8,4.8,Medium
30707,9,3,9,8,7.233333333,High
30708,28,8,5,4,1.971428571,Low
30709,7,8,7,8,6.185714286,High
30710,6,11,8,9,6.8,High
30711,25,19,5,9,-0.1,Low
30712,28,18,2,2,-1.528571429,Low
30713,29,5,2,9,1.034482759,Low
30714,11,11,2,7,1.527272727,Low
30715,24,8,3,6,1.15,Low
30716,18,12,4,4,1.266666667,Low
30717,19,9,1,5,0.278947368,Low
30718,2,13,1,7,12.9,High
30719,27,3,1,3,1.011111111,Low
30720,10,8,4,6,3.4,Medium
30721,2,13,4,7,14.4,High
30722,1,8,3,7,29.9,
30723,29,3,4,7,2.434482759,Medium
30724,8,8,3,5,3.65,Medium
30725,26,11,5,2,1.453846154,Low
30726,18,17,4,8,0.266666667,Low
30727,13,14,6,1,2.507692308,Medium
30728,12,14,2,4,0.7,Low
30729,10,18,3,7,0.9,Low
30730,12,9,2,4,1.7,Low
30731,9,18,2,1,0.733333333,Low
30732,28,9,4,5,1.271428571,Low
30733,19,14,6,7,1.778947368,Low
30734,7,2,3,8,5.385714286,High
30735,18,5,7,8,4.166666667,Medium
30736,19,6,4,4,2.378947368,Medium
30737,25,9,1,7,-0.1,Low
30738,5,15,7,6,6.5,High
30739,8,16,2,3,1.55,Low
30740,9,4,6,4,5.533333333,High
30741,3,3,4,6,11.4,High
30742,5,9,4,9,6.2,High
30743,1,9,5,7,30.7,
30744,13,19,6,7,1.507692308,Low
30745,23,2,1,1,1.404347826,Low
30746,4,3,1,6,7.4,High
30747,10,13,5,4,2.9,Medium
30748,9,14,3,7,2.033333333,Medium
30749,10,18,8,9,3.4,Medium
30750,22,2,4,2,2.963636364,Medium
30751,28,6,8,7,3.871428571,Medium
30752,14,2,2,6,2.742857143,Medium
30753,2,17,8,3,15.6,High
30754,24,17,4,9,-0.15,Low
30755,1,18,4,5,28.4,
30756,24,7,8,7,3.85,Medium
30757,9,13,2,3,1.733333333,Low
30758,4,6,3,9,7.8,High
